Description|from_url|to_url|flags
No description|^(?i)scribblers-resources/?$|https://info.classicalconversations.com/scribblers-resource| [R=302, L]|
No description|^(?i)scribblers/?$|https://classicalconversations.com/programs/scribblers| [R=302, L]|
No description|^(?i)commencement-2022/?$|https://info.classicalconversations.com/commencement-2022| [R=302, L]|
No description|^(?i)nc-2022/?$|https://info.classicalconversations.com/nc-2022| [R=302, L]|
No description|^(?i)freedomfest-2022/?$|https://info.classicalconversations.com/freedomfest-2022| [R=302, L]|
No description|^(?i)nec-22/?$|https://info.classicalconversations.com/nec-22| [R=302, L]|
No description|^(?i)se-expo/?$|https://info.classicalconversations.com/se-expo| [R=302, L]|
No description|^(?i)unitymusic-2022/?$|https://info.classicalconversations.com/unitymusic-2022| [R=302, L]|
No description|^(?i)testing/?$|https://classicalconversations.com/assessment-options/| [R=302, L]|
No description|^(?i)hslda-leaders-2022/?$|https://info.classicalconversations.com/hslda-leaders-2022| [R=302, L]|
No description|^(?i)parent-program/?$|https://info.classicalconversations.com/ma_program_info?hs_preview=GmnIJsPs-68200326228| [R=302, L]|
 Used when we send emails to our families that are in a disaster area:|^(?i)wecare/?$|https://info.classicalconversations.com/we_care1| [R=302, L]|
 Need to create a friendly url for the 2023 catalog.|^(?i)find-our-founder/?$|https://info.classicalconversations.com/find-our-founder| [R=302, L]|
No description|^(?i)motb/?$|https://www.museumofthebible.org/classical-conversations-at-museum-of-the-bible| [R=302, L]|
Redirects Needed for 2023 Catalog:|^(?i)testimony/?$|https://info.classicalconversations.com/testimony| [R=302, L]|
Redirects Needed for 2023 Catalog:|^(?i)story/?$|https://info.classicalconversations.com/story| [R=302, L]|
Redirects Needed for 2023 Catalog:|^(?i)unique/?$|https://info.classicalconversations.com/unique| [R=302, L]|
Redirects Needed for 2023 Catalog:|^(?i)alldone/?$|https://info.classicalconversations.com/alldone| [R=302, L]|
Redirects Needed for 2023 Catalog:|^(?i)transcripts/?$|https://academicrecords.net/transcript.nsf/| [R=302, L]|
 Creating a social media posts for October, November, January and February, and a dedicated eblast for each month.|^(?i)tos-2022/?$|https://info.classicalconversations.com/tos-2022| [R=302, L]|
 Needed to make it easier to add to their phone:|^(?i)incredible-2022/?$|https://info.classicalconversations.com/incredible-2022| [R=302, L]|
 HSLDA redirect fix to prevent going toward image:|^(?i)hslda/?$|https://info.classicalconversations.com/hslda| [R=302, L]|
 Need to update the landing page to our new lead generating landing page for AHG promotions|^(?i)ahg/?$|https://info.classicalconversations.com/ahg-2022| [R=302, L]|
 Need to have a friendlier url for a print ad. |^(?i)tos-2023/?$|https://info.classicalconversations.com/tos-2023| [R=302, L]|
 Need to include on a printed postcard so need a friendlier url|^(?i)most-incredible/?$|https://info.classicalconversations.com/most-incredible| [R=302, L]|
 Friendly URL for Print Ad|^(?i)hslda-cr-23/?$|https://info.classicalconversations.com/hslda-cr-23| [R=302, L]|
 Print ad needs a friendlier url|^(?i)2023-capitoldays/?$|https://info.classicalconversations.com/2023-capitoldays| [R=302, L]|
 Popular linked url|^(?i)spiritual/?$|https://info.classicalconversations.com/spiritual| [R=302, L]|
 Need a shorter URL for Print Ads:|^(?i)montana/?$|https://info.classicalconversations.com/montana| [R=302, L]|
 Need a shorter URL for Print Ads:|^(?i)hawaii/?$|https://info.classicalconversations.com/hawaii| [R=302, L]|
 Need a shorter URL for Print Ads:|^(?i)alaska/?$|https://info.classicalconversations.com/alaska| [R=302, L]|
 Friendly Print Ads directing to Hubspot: |^(?i)apologetics/?$|https://info.classicalconversations.com/apologetics| [R=302, L]|
 Friendly Print Ads directing to Hubspot: |^(?i)idaho/?$|https://info.classicalconversations.com/Idaho| [R=302, L]|
 Friendly Print Ads directing to Hubspot: |^(?i)ghc/?$|https://info.classicalconversations.com/ghc| [R=302, L]|
 Friendly Print Ads directing to Hubspot: |^(?i)Idaho/?$|https://info.classicalconversations.com/Idaho| [R=302, L]|
 Friendly Print Ads directing to Hubspot: |^(?i)maine/?$|https://info.classicalconversations.com/maine| [R=302, L]|
Friendly URL for Promotion: |^(?i)faithfull/?$|https://info.classicalconversations.com/faithfull| [R=302, L]|
Friendly URL for rest of States:|^(?i)alabama/?$|https://info.classicalconversations.com/alabama| [R=302, L]|
Friendly URL for rest of States:|^(?i)arizona/?$|https://info.classicalconversations.com/arizona| [R=302, L]|
Friendly URL for rest of States:|^(?i)arkansas/?$|https://info.classicalconversations.com/ar| [R=302, L]|
Friendly URL for rest of States:|^(?i)california/?$|https://info.classicalconversations.com/california| [R=302, L]|
Friendly URL for rest of States:|^(?i)colorado/?$|https://info.classicalconversations.com/colorado| [R=302, L]|
Friendly URL for rest of States:|^(?i)connecticut/?$|https://info.classicalconversations.com/connecticut| [R=302, L]|
Friendly URL for rest of States:|^(?i)delaware/?$|https://info.classicalconversations.com/delaware| [R=302, L]|
Friendly URL for rest of States:|^(?i)florida/?$|https://info.classicalconversations.com/florida| [R=302, L]|
Friendly URL for rest of States:|^(?i)georgia/?$|https://info.classicalconversations.com/georgia| [R=302, L]|
Friendly URL for rest of States:|^(?i)illinois/?$|https://info.classicalconversations.com/illinois| [R=302, L]|
Friendly URL for rest of States:|^(?i)indiana/?$|https://info.classicalconversations.com/indiana| [R=302, L]|
Friendly URL for rest of States:|^(?i)iowa/?$|https://info.classicalconversations.com/iowa| [R=302, L]|
Friendly URL for rest of States:|^(?i)kansas/?$|https://info.classicalconversations.com/kansas| [R=302, L]|
Friendly URL for rest of States:|^(?i)kentucky/?$|https://info.classicalconversations.com/kentucky| [R=302, L]|
Friendly URL for rest of States:|^(?i)louisiana/?$|https://info.classicalconversations.com/la| [R=302, L]|
Friendly URL for rest of States:|^(?i)maryland/?$|https://info.classicalconversations.com/maryland| [R=302, L]|
Friendly URL for rest of States:|^(?i)massachusetts/?$|https://info.classicalconversations.com/massachusetts| [R=302, L]|
Friendly URL for rest of States:|^(?i)michigan/?$|https://info.classicalconversations.com/michigan| [R=302, L]|
Friendly URL for rest of States:|^(?i)minnesota/?$|https://info.classicalconversations.com/minnesota| [R=302, L]|
Friendly URL for rest of States:|^(?i)mississippi/?$|https://info.classicalconversations.com/ms| [R=302, L]|
Friendly URL for rest of States:|^(?i)missouri/?$|https://info.classicalconversations.com/mo| [R=302, L]|
Friendly URL for rest of States:|^(?i)nebraska/?$|https://info.classicalconversations.com/nebraska| [R=302, L]|
Friendly URL for rest of States:|^(?i)nevada/?$|https://info.classicalconversations.com/nevada| [R=302, L]|
Friendly URL for rest of States:|^(?i)newhampshire/?$|https://info.classicalconversations.com/newhampshire| [R=302, L]|
Friendly URL for rest of States:|^(?i)newjersey/?$|https://info.classicalconversations.com/newjersey| [R=302, L]|
Friendly URL for rest of States:|^(?i)newmexico/?$|https://info.classicalconversations.com/newmexico| [R=302, L]|
Friendly URL for rest of States:|^(?i)newyork/?$|https://info.classicalconversations.com/newyork| [R=302, L]|
Friendly URL for rest of States:|^(?i)northcarolina/?$|https://info.classicalconversations.com/northcarolina| [R=302, L]|
Friendly URL for rest of States:|^(?i)northdakota/?$|https://info.classicalconversations.com/northdakota| [R=302, L]|
Friendly URL for rest of States:|^(?i)ohio/?$|https://info.classicalconversations.com/ohio| [R=302, L]|
Friendly URL for rest of States:|^(?i)oklahoma/?$|https://info.classicalconversations.com/oklahoma| [R=302, L]|
Friendly URL for rest of States:|^(?i)oregon/?$|https://info.classicalconversations.com/oregon| [R=302, L]|
Friendly URL for rest of States:|^(?i)pennsylvania/?$|https://info.classicalconversations.com/pennsylvania| [R=302, L]|
Friendly URL for rest of States:|^(?i)rhodeisland/?$|https://info.classicalconversations.com/rhodeisland| [R=302, L]|
Friendly URL for rest of States:|^(?i)southcarolina/?$|https://info.classicalconversations.com/southcarolina| [R=302, L]|
Friendly URL for rest of States:|^(?i)southdakota/?$|https://info.classicalconversations.com/southdakota| [R=302, L]|
Friendly URL for rest of States:|^(?i)tennessee/?$|https://info.classicalconversations.com/tn| [R=302, L]|
Friendly URL for rest of States:|^(?i)texas/?$|https://info.classicalconversations.com/texas| [R=302, L]|
Friendly URL for rest of States:|^(?i)utah/?$|https://info.classicalconversations.com/utah| [R=302, L]|
Friendly URL for rest of States:|^(?i)vermont/?$|https://info.classicalconversations.com/vermont| [R=302, L]|
Friendly URL for rest of States:|^(?i)virginia/?$|https://info.classicalconversations.com/virginia| [R=302, L]|
Friendly URL for rest of States:|^(?i)washington/?$|https://info.classicalconversations.com/washington| [R=302, L]|
Friendly URL for rest of States:|^(?i)washingtondc/?$|https://info.classicalconversations.com/washingtondc| [R=302, L]|
Friendly URL for rest of States:|^(?i)westvirginia/?$|https://info.classicalconversations.com/westvirginia| [R=302, L]|
Friendly URL for rest of States:|^(?i)wisconsin/?$|https://info.classicalconversations.com/wisconsin| [R=302, L]|
Friendly URL for rest of States:|^(?i)wyoming/?$|https://info.classicalconversations.com/wyoming| [R=302, L]|
 Friendly URL for Conventions |^(?i)aphea2023/?$|https://info.classicalconversations.com/aphea2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)afhe2023/?$|https://info.classicalconversations.com/afhe2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)bhf2023/?$|https://info.classicalconversations.com/birminghamfair2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)chap2023/?$|https://info.classicalconversations.com/chap2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)csethea2023/?$|https://info.classicalconversations.com/csethea2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)cape2023/?$|https://info.classicalconversations.com/cape2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)cfhe2023/?$|https://info.classicalconversations.com/cfhe2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)ch2023/?$|https://info.classicalconversations.com/christianheritage2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)chec2023/?$|https://info.classicalconversations.com/chec2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)cys2023/?$|https://info.classicalconversations.com/christianyouthsummit2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)chea2023/?$|https://info.classicalconversations.com/chea2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)ee2023/?$|https://info.classicalconversations.com/educationexpo2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)eo2023/?$|https://info.classicalconversations.com/educationoptions2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)elpaso2023/?$|https://info.classicalconversations.com/elpaso2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)fpea2023/?$|https://info.classicalconversations.com/fpea2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)hh2023/?$|https://info.classicalconversations.com/hispanichomeschool2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)heavlead2023/?$|https://info.classicalconversations.com/heavleadership2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)heav2023/?$|https://info.classicalconversations.com/heav2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)he2023/?$|https://info.classicalconversations.com/homeschool2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)hfd2023/?$|https://info.classicalconversations.com/homeschoolfreedomca2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)hsidaho2023/?$|https://info.classicalconversations.com/hsofidaho2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)mache2023/?$|https://info.classicalconversations.com/mache2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)home2023/?$|https://info.classicalconversations.com/homerockport2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)hswy2023/?$|https://info.classicalconversations.com/homeschoolersofwy2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)ICHE2023/?$|https://info.classicalconversations.com/iche2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)INCH2023/?$|https://info.classicalconversations.com/inch2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)IAHE2023/?$|https://info.classicalconversations.com/indianahomeeducators2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)infoIA2023/?$|https://info.classicalconversations.com/informediowa2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)LHSC2023/?$|https://info.classicalconversations.com/lahomeschool2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)LHSLS2023/?$|https://info.classicalconversations.com/lahsleaders2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)MassHOPE2023/?$|https://info.classicalconversations.com/masshope2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)MPE2023/?$|https://info.classicalconversations.com/midwestparenteducators2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)Mbook2023/?$|https://info.classicalconversations.com/mississippibook2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)MHSC2023/?$|https://info.classicalconversations.com/mississippihomeschoolconference2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)NCHEA2023/?$|https://info.classicalconversations.com/nechristianhe2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)NICHE2023/?$|https://info.classicalconversations.com/niche2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)NDHS2023/?$|https://info.classicalconversations.com/ndhomeschoolconvention2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)IDHC2023/?$|https://info.classicalconversations.com/northidahohomeschoolconvention2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)northdale2023/?$|https://info.classicalconversations.com/northdalefamilyfun2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)ocean2023/?$|https://info.classicalconversations.com/ocean2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)RMHC2023/?$|https://info.classicalconversations.com/rockymountain2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)SEE2023/?$|https://info.classicalconversations.com/southeastexpo2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)TTDTN2023/?$|https://info.classicalconversations.com/ttdpigeonforge2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)TTDTX2023/?$|https://info.classicalconversations.com/ttdroundrock2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)THSCallen2023/?$|https://info.classicalconversations.com/thscallen2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)THSCwoodlands2023/?$|https://info.classicalconversations.com/thscwoodlands2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)Gutenberg2023/?$|https://info.classicalconversations.com/theartolearning2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)thriveNCHE2023/?$|https://info.classicalconversations.com/thrivenche2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)TPA2023/?$|https://info.classicalconversations.com/tpa2023| [R=302, L]|
 Friendly URL for Conventions |^(?i)UTCH2023/?$|https://info.classicalconversations.com/UTCH2023| [R=302, L]|
 Leigh has requested that we use "educational freedom" instead of "school vouchers," so in changing everything else we also need to change this slug so that anything that is currently directing to /school-vouchers goes automatically to the rig>|^(?i)school-vouchers/?$|/education-independence/| [R=302, L]|
 Needs to be done before the 20th, Robert is announcing the URL on his monthly update.|^(?i)educationalfreedom/?$|/education-independence/| [R=302, L]|
 Need friendlier url for print|^(?i)dadtired/?$|https://info.classicalconversations.com/dadtired| [R=302, L]|
 Need friendlier urls for print/verbal promotions|^(?i)momtomom/?$|https://info.classicalconversations.com/momtomom| [R=302, L]|
 Need friendlier urls for print/verbal promotions|^(?i)arrows/?$|https://info.classicalconversations.com/arrows| [R=302, L]|
 Need friendlier urls for print/verbal promotions|^(?i)dadjourney/?$|https://info.classicalconversations.com/dadjourney| [R=302, L]|
 Need friendlier urls for print/verbal promotions|^(?i)mess/?$|https://info.classicalconversations.com/mess| [R=302, L]|
 Additional conventions for print marketing|^(?i)nchc2023/?$|http://info.classicalconversations.com/nchc2023| [R=302, L]|
 Additional conventions for print marketing|^(?i)woh2023/?$|https://info.classicalconversations.com/wingsoverhouston2023| [R=302, L]|
 Additional conventions for print marketing|^(?i)paach2023/?$|https://info.classicalconversations.com/paach2023| [R=302, L]|
 Catalog links need to be changed to capital letters. |^(?i)HTS/?$|https://homeschooltestingservices.com| [R=302, L]|
member benefits to relationships|^(?i)member-benefits/?$|/relationships/| [R=302, L]|
 Redirects for CC Foundations: |^(?i)NC2023/?$|https://classicalconversationsfoundation.org/classical-conversations-national-conference/| [R=302, L]|
No description|^(?i)flf/?$|https://info.classicalconversations.com/flf||
No description|^(?i)starthere/?$|https://www.classicalconversations.com/start-here||
 Two new conventions have been added to our Database so we have created landing pages for them in Hubspot. |^(?i)UHE2023/?$|https://info.classicalconversations.com/uhe2023||
 Two new conventions have been added to our Database so we have created landing pages for them in Hubspot. |^(?i)HSC2023/?$|https://info.classicalconversations.com/hsc2023||
 Need Friendly URL for print|^(?i)ccnc/?$|https://info.classicalconversations.com/ccnc| [R=302, L]|
Friendly URL for Promotion: |^(?i)faithful/?$|https://info.classicalconversations.com/faithfull| [R=302, L]|
No description|^(?i)joe/?$|https://info.classicalconversations.com/joe| [R=302, L]|
No description|^(?i)durenda/?$|https://info.classicalconversations.com/durenda| [R=302, L]|
No description|^(?i)joy/?$|https://info.classicalconversations.com/joy| [R=302, L]|
No description|^(?i)comparedtowho/?$|https://info.classicalconversations.com/comparedtowho| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-momtomom/?$|https://info.classicalconversations.com/scribblers-momtomom| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-mess/?$|https://info.classicalconversations.com/scribblers-mess| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-dadtired/?$|https://info.classicalconversations.com/scribblers-dadtired| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-dadjourney/?$|https://info.classicalconversations.com/scribblers-dadjourney| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-arrows/?$|https://info.classicalconversations.com/scribblers-arrows| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-joe/?$|https://info.classicalconversations.com/scribblers-joe| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-durenda/?$|https://info.classicalconversations.com/scribblers-durenda| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-joy/?$|https://info.classicalconversations.com/scribblers-joy| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-comparedtowho/?$|https://info.classicalconversations.com/scribblers-comparedtowho| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-faithfull/?$|https://info.classicalconversations.com/scribblers-faithfull| [R=302, L]|
 redirects for scribblers leading redirects on podcast external promotions ticket: |^(?i)scribblers-faithful/?$|https://info.classicalconversations.com/scribblers-faithfull| [R=302, L]|
No description|^(?i)gracefilled/?$|https://info.classicalconversations.com/gracefilled| [R=302, L]|
No description|^(?i)alliance2023/?$|https://info.classicalconversations.com/alliance2023| [R=302, L]|
No description|^(?i)winascribblers/?$|https://info.classicalconversations.com/winascribblers| [R=302, L]|
 $50 contest|^(?i)stoa-contest/?$|https://info.classicalconversations.com/stoa-contest-2023| [R=302, L]|
 $50 contest|^(?i)stoa/?$|https://info.classicalconversations.com/stoa| [R=302, L]|
 friendly URL for print ad|^(?i)powerfulparenting/?$|https://info.classicalconversations.com/powerfulparenting| [R=302, L]|
 Singular events and podcasts need to go to proper page. |^(?i)event/?$|/events/| [R=302, L]|
 Singular events and podcasts need to go to proper page. |^(?i)podcast/?$|/podcasts/| [R=302, L]|
 Conventions Landing Pages with cleaner URL|^(?i)MACHEMD2023/?$|https://info.classicalconversations.com/machemd2023| [R=302, L]|
 Conventions Landing Pages with cleaner URL|^(?i)HSNL2023/?$|https://info.classicalconversations.com/homeschoolnorthland2023| [R=302, L]|
 Conventions Landing Pages with cleaner URL|^(?i)CCE2023/?$|https://info.classicalconversations.com/cce2023| [R=302, L]|
 Need shorter url for print ad|^(?i)scribblers250/?$|https://info.classicalconversations.com/scribbers250| [R=302, L]|
 Need shorter url for print ad|^(?i)tos-scribblers/?$|https://info.classicalconversations.com/tos-scribblers| [R=302, L]|
 2024 catalog redirects: |^(?i)mission/?$|https://vimeo.com/450148040/b9270fd86b| [R=302, L]|
 2024 catalog redirects: |^(?i)connected/?$|https://classicalconversations.com/blog/how-to-get-the-most-out-of-cc-connected| [R=302, L]|
 2024 catalog redirects: |^(?i)ezine/?$|https://info.classicalconversations.com/ccconnected-e-zine| [R=302, L]|
 2024 catalog redirects: |^(?i)ezines/?$|https://info.classicalconversations.com/ccconnected-e-zine| [R=302, L]|
 2024 catalog redirects: |^(?i)ghm/?$|https://classicalconversations.com/blog/global-homeschool-minute| [R=302, L]|
 2024 catalog redirects: |^(?i)inspire/?$|https://vimeo.com/525777203/0f51d87294| [R=302, L]|
 2024 catalog redirects: |^(?i)vision/?$|https://vimeo.com/604869312/bcfcdc22e7| [R=302, L]|
 2024 catalog redirects: |^(?i)values/?$|https://cctest.classicaltesting.net/about/#values| [R=302, L]|
 2024 catalog redirects: |^(?i)persuaded/?$|https://vimeo.com/681044448| [R=302, L]|
 2024 catalog redirects: |^(?i)elijahstory/?$|https://vimeo.com/645298485| [R=302, L]|
 2024 catalog redirects: |^(?i)gradstories/?$|https://vimeo.com/648617431/700fed3474| [R=302, L]|
 2024 catalog redirects: |^(?i)gradpanel/?$|https://vimeo.com/712100512| [R=302, L]|
 Shortened URL off of our main page is used on marketing materials at conventions.|^(?i)freedomca2023/?$|https://info.classicalconversations.com/homeschoolfreedomca2023| [R=302, L]|
 Shortened URL off of our main page is used on marketing materials at conventions.|^(?i)homeschoolfreedomca2023/?$|https://info.classicalconversations.com/homeschoolfreedomca2023| [R=302, L]|
 shortend to redirect to homeschoolfreedom action center.|^(?i)getinvolved/?$|https://homeschoolfreedomactioncenter.com/homeschool-day-at-the-capitols| [R=302, L]|
 For use on printed materials at a sales convention.|^(?i)BHHE2023/?$|https://info.classicalconversations.com/blackhills2023| [R=302, L]|
 Shortened URL for unitymusic.|^(?i)unitymusic/?$|https://info.classicalconversations.com/unitymusic| [R=302, L]|
 Hubspot simpler url redirect.|^(?i)appreciation/?$|https://info.classicalconversations.com/churchesandpastorappreciation| [R=302, L]|
No description|^(?i)CGN2023/?$|https://info.classicalconversations.com/CGN2023| [R=302, L]|
 Redirect for the pantry flyer.|^(?i)pantry/?$|https://classicalconversationsbooks.com/collections/scribblers-product-bundle| [R=302, L]|
 Redirect for Jim Hodges audiobooks.|^(?i)jimhodges/?$|https://classicalconversationsbooks.com/collections/jim-hodges-audiobooks| [R=302, L]|
 2024 Catalog Redirects|^(?i)liberatingarts/?$|https://classicalconversations.com/about/| [R=302, L]|
 2024 Catalog Redirects|^(?i)history/?$|https://classicalconversations.com/about/| [R=302, L]|
 2024 Catalog Redirects|^(?i)global/?$|https://ccinternationalonline.com/| [R=302, L]|
 2024 Catalog Redirects|^(?i)echoincelebration/?$|https://classicalconversationsbooks.com/products/sc058| [R=302, L]|
 2024 Catalog Redirects|^(?i)timely/?$|https://vimeo.com/648617431/700fed3474?share=copy| [R=302, L]|
 2024 Catalog Redirects|^(?i)timeless/?$|https://vimeo.com/455974589/2c43ecaa66| [R=302, L]|
 2024 Catalog Redirects|^(?i)corevalues/?$|https://classicalconversations.com/about/#values| [R=302, L]|
 2024 Catalog Redirects|^(?i)differentneeds/?$|https://vimeo.com/455974412/39936f2dad| [R=302, L]|
 2024 Catalog Redirects|^(?i)assessment/?$|https://classicalconversations.com/assessment-options/| [R=302, L]|
 2024 Catalog Redirects|^(?i)scopeandsequence/?$|https://vimeo.com/845301556?share=copy| [R=302, L]|
 2024 Catalog Redirects|^(?i)services/?$|https://classicalconversations.com/relationships/| [R=302, L]|
 2024 Catalog Redirects|^(?i)beginning/?$|https://classicalconversations.com/start-here/| [R=302, L]|
 2024 Catalog Redirects|^(?i)newbeginnings/?$|https://vimeo.com/845301685?share=copy| [R=302, L]|
 2024 Catalog Redirects|^(?i)membership/?$|https://classicalconversations.com/blog/how-to-get-the-most-out-of-cc-connected/| [R=302, L]|
 2024 Catalog Redirects|^(?i)fieldtrips/?$|https://info.classicalconversations.com/ccconnected-e-zine| [R=302, L]|
 2024 Catalog Redirects|^(?i)facesofhistory/?$|https://classicalconversations.com/blog/faces-of-history/| [R=302, L]|
 2024 Catalog Redirects|^(?i)sciencefair/?$|https://classicalconversations.com/blog/challenge-a-science-fair/| [R=302, L]|
 2024 Catalog Redirects|^(?i)mocktrial/?$|https://classicalconversations.com/blog/i-survived-mock-trial/| [R=302, L]|
 2024 Catalog Redirects|^(?i)debate/?$|https://classicalconversations.com/blog/challenge-i-debates/| [R=302, L]|
 2024 Catalog Redirects|^(?i)poetrycafe/?$|https://classicalconversations.com/blog/poetry-cafe/| [R=302, L]|
 2024 Catalog Redirects|^(?i)seniorthesis/?$|https://classicalconversations.com/blog/why-the-senior-thesis/| [R=302, L]|
 2024 Catalog Redirects|^(?i)nationalevents/?$|https://classicalconversations.com/conventions/| [R=302, L]|
 2024 Catalog Redirects|^(?i)degrees/?$|https://classicalconversationsplus.com/undergraduate-programs/| [R=302, L]|
 Convention redirect for Paideia NW 2023|^(?i)pnw/?$|https://info.classicalconversations.com/paideianw2023| [R=302, L]|
 2024 Catalog Redirect|^(?i)search-scribblers/?$|https://info.classicalconversations.com/search-scribblers| [R=302, L]|
 Convention Landing Page Redirect to Shortened URL for Freedom 2024|^(?i)freedom2024/?$|https://info.classicalconversations.com/freedom2024| [R=302, L]|
 Convention Landing Page Redirect to Shortened URL for hslda convention|^(?i)hslda-cc/?$|https://info.classicalconversations.com/hslda-cc| [R=302, L]|
 Convention Landing Page Redirect to Shortened URL for Founders Conference|^(?i)founders2024/?$|https://info.classicalconversations.com/founders2024| [R=302, L]|
 Convention Landing Page Redirect to Shortened URL for GraceFest Convention|^(?i)grace2023/?$|https://info.classicalconversations.com/grace2023| [R=302, L]|
 Museum of the Bible Lead generating Landing page redirect|^(?i)motb-cc/?$|https://info.classicalconversations.com/motb-cc| [R=302, L]|
 Widen Ringtone instructions redirect|^(?i)ringtone/?$|https://classicalconversations.widen.net/s/kmsxc9xlq2/cc-ringtone-instructions| [R=302, L]|
 National Events Page Marketbal redirect|^(?i)new/?$|https://classicalconversationsfoundation.org/classical-conversations-national-events-weekend/| [R=302, L]|
 article and all trailing blog title info will now go to blog and keep the same trailing blog info. |^(?i)article/(.*)$|/blog/$1| [R=302, L]|
 2024 Catalog: |^(?i)partnership/?$|/blog/partnership-parent-student-and-tutor/| [R=302, L]|
 2024 Catalog: |^(?i)tmm/?$|https://themathmap.com/| [R=302, L]|
 2024 Catalog: |^(?i)nationalconference/?$|https://classicalconversationsfoundation.org/classical-conversations-national-events-weekend/| [R=302, L]|
 Mireacle Movie redirect: |^(?i)miraclemovie/?$|https://info.classicalconversations.com/miraclemovie| [R=302, L]|
No description|^(?i)capitol-days/?$|https://info.classicalconversations.com/capitol-days| [R=302, L]|
 Friendly urls|^(?i)sr/?$|https://info.classicalconversations.com/support_representative| [R=302, L]|
 Friendly urls|^(?i)pss/?$|https://info.classicalconversations.com/product-sales-specialist| [R=302, L]|
 North Idaho Convention 2024|^(?i)idhc2024/?$|https://info.classicalconversations.com/northidahohomeschoolconvention| [R=302, L]|
 Hispanic Homeschool Conference 2024|^(?i)hh2024/?$|https://info.classicalconversations.com/hh2024| [R=302, L]|
 El Paso Homeschool Association 2024|^(?i)elpaso/?$|https://info.classicalconversations.com/elpaso2024| [R=302, L]|
 North Dakota Homeschool Convention 2024:|^(?i)ndhs2024/?$|https://info.classicalconversations.com/ndhs2024| [R=302, L]|
 El Paso Homeschool Association 2024|^(?i)elpaso2024/?$|https://info.classicalconversations.com/elpaso2024| [R=302, L]|
